Mês,Dia,Hora,Pressao Atmosferica {kPa},Umidade {kg/kg},Densidade do ar {kg/m3}
1,25,2,89.7,12.488.879,1.053.072.118
1,25,3,89.7,12.235.579,1.054.580.096
1,25,4,89.5,12.098.084,1.053.181.627
1,25,5,89.5,12.015.421,1.053.681.723
1,25,6,89.4,12.195.835,1.051.480.712
1,25,7,89.6,12.166.667,1.053.881.491
1,25,8,89.6,12.675.365,1.050.866.661
1,25,9,89.8,14.972.881,1.042.965.284
1,25,10,89.8,15.388.781,1.039.800.121
1,25,11,89.8,16.078.475,1.030.952.348
1,25,12,89.8,15.609.327,1.024.095.572
1,25,13,89.8,15.689.653,1.020.883.878
1,25,14,89.7,16.631.509,1.016.882.428
1,25,15,89.6,15.618.904,1.019.064.104
1,25,16,89.5,15.586.732,1.012.557.036
1,25,17,89.4,17.769.661,1.017.798.459
1,25,18,89.4,16.398.732,1.020.327.149
1,25,19,89.5,15.568.853,1.024.865.397
1,25,20,89.5,15.773.355,1.028.695.203
1,25,21,89.6,15.503.932,1.035.533.689
1,25,22,89.7,15.592.379,1.038.664.244
1,25,23,89.7,15.389.413,103.970.337
1,25,24,89.7,15.188.779,1.040.740.318
1,26,1,89.7,15.074.031,1.042.350.058
1,26,2,89.7,14.767.624,1.044.993.398
1,26,3,89.6,14.403.268,1.045.858.004
1,26,4,89.6,14.403.268,1.045.858.004
1,26,5,89.6,14.257.511,1.047.174.393
1,26,6,89.6,13.897.016,1.048.127.699
1,26,7,89.6,13.930.696,1.049.513.082
1,26,8,89.7,14.231.595,1.049.466.072
1,26,9,89.7,1.493.392,1.042.579.362
1,26,10,89.8,15.401.121,1.031.350.764
1,26,11,89.8,16.108.033,1.023.638.607
1,26,12,89.7,15.779.819,1.018.921.195
1,26,13,89.7,15.250.354,1.016.709.025
1,26,14,89.6,15.607.807,1.013.992.369
1,26,15,89.5,152.231,1.011.451.654
1,26,16,89.5,15.069.057,1.015.407.644
1,26,17,89.5,15.388.405,1.016.254.557
1,26,18,89.5,153.347,1.018.380.699
1,26,19,89.5,15.961.835,1.022.511.782
1,26,20,89.5,16.078.034,1.025.775.289
1,26,21,89.6,16.544.576,1.028.948.724
1,26,22,89.7,15.796.597,1.032.702.885
1,26,23,89.7,16.005.978,1.034.115.805
1,26,24,89.7,16.215.512,1.035.533.501
1,27,1,89.7,16.215.512,1.035.533.501
1,27,2,89.7,15.330.627,1.040.508.673
1,27,3,89.8,15.312.706,1.041.697.953
1,27,4,89.7,15.131.126,1.041.545.085
1,27,5,89.7,14.558.884,1.043.550.105
1,27,6,89.7,15.003.288,1.044.249.339
1,27,7,89.7,13.948.933,1.052.100.718
1,27,8,89.8,13.981.941,1.052.494.475
1,27,9,89.8,14.495.061,1.049.120.122
1,27,10,89.8,16.028.544,1.038.050.442
1,27,11,89.8,16.862.669,1.028.643.734
1,27,12,89.8,15.902.132,1.026.035.222
1,27,13,89.7,15.473.399,1.019.410.994
1,27,14,89.6,16.931.509,1.025.203.649
1,27,15,89.5,15.766.057,1.014.974.861
1,27,16,89.5,15.670.295,1.013.098.728
1,27,17,89.4,15.523.941,1.010.852.419
1,27,18,89.4,14.891.901,1.027.577.748
1,27,19,89.4,15.462.917,102.285.672
1,27,20,89.6,15.525.999,1.027.117.486
1,27,21,89.6,15.899.369,1.032.084.762
1,27,22,89.7,1.613.168,1.034.965.847
1,27,23,89.7,15.588.401,10.361.998
1,27,24,89.7,15.222.146,1.038.560.162
1,28,1,89.6,15.223.141,1.038.461.283
1,28,2,89.6,15.332.072,104.041.105
1,28,3,89.5,15.151.099,1.040.255.511
1,28,4,89.5,15.375.717,1.040.600.052
1,28,5,89.5,150.799,1.042.152.318
1,28,6,89.5,15.024.224,1.042.957.395
1,28,7,89.6,14.403.268,1.045.858.004
1,28,8,89.7,14.575.984,1.046.024.095
1,28,9,89.7,14.627.411,1.041.658.072
1,28,10,89.8,1.594.778,1.032.559.625
1,28,11,89.8,16.031.546,1.033.123.411
1,28,12,89.7,16.215.512,1.035.533.501
1,28,13,89.7,16.646.093,1.023.354.524
1,28,14,89.6,167.086,1.022.457.358
1,28,15,89.6,16.890.573,1.028.739.535
1,28,16,89.5,16.472.414,1.029.658.451
1,28,17,89.5,16.189.965,1.033.969.003
1,28,18,89.5,1.642.475,1.031.833.617
1,28,19,89.4,16.528.037,1.031.214.436
1,28,20,89.5,16.211.732,1.032.879.599
1,28,21,89.6,16.382.589,1.034.108.329
1,28,22,89.6,16.318.421,1.034.915.956
1,28,23,89.6,16.254.843,1.035.723.744
1,28,24,89.6,15.432.251,1.039.892.437
1,29,1,89.5,15.094.325,1.041.059.689
1,29,2,89.5,14.898.865,1.042.091.862
1,29,3,89.5,1.484.375,1.042.895.754
1,29,4,89.5,14.651.639,1.043.925.361
1,29,5,89.4,14.478.536,1.043.757.848
1,29,6,89.4,14.384.303,1.044.270.467
1,29,7,89.5,14.609.892,1.043.636.228
1,29,8,89.5,15.136.127,1.041.347.458
1,29,9,89.6,15.606.952,10.350.145
1,29,10,89.6,15.967.842,1.028.834.634
1,29,11,89.7,15.553.915,1.026.142.635
1,29,12,89.6,1.538.296,1.018.759.569
1,29,13,89.6,15.637.929,1.012.932.714
1,29,14,89.5,14.860.534,1.014.049.202
1,29,15,89.4,15.243.707,1.010.288.869
1,29,16,89.2,15.470.951,1.006.665.868
1,29,17,89.3,15.449.981,1.007.827.572
1,29,18,89.2,15.911.709,1.012.017.196
1,29,19,89.4,15.841.125,1.019.163.372
1,29,20,89.4,16.014.029,1.024.040.864
1,29,21,89.5,16.071.053,1.028.215.231
1,29,22,89.5,16.322.485,1.029.900.309
1,29,23,89.6,16.344.949,1.031.364.306
1,29,24,89.6,1.619.264,1.034.064.588
1,30,1,89.6,1.571.318,1.036.956.521
1,30,2,89.5,15.670.912,1.036.573.859
1,30,3,89.5,15.366.591,1.038.130.113
1,30,4,89.4,15.527.451,1.036.708.532
1,30,5,89.4,1.421.748,1.043.113.172
1,30,6,89.4,14.543.427,1.041.865.281
1,30,7,89.5,14.815.323,104.151.582
1,30,8,89.5,15.010.738,1.040.484.736
1,30,9,89.5,14.620.467,1.038.992.449
1,30,10,89.6,15.898.532,1.034.541.376
1,30,11,89.6,1.613.105,103.241.009
1,30,12,89.6,17.660.481,1.022.310.988
1,30,13,89.4,19.194.102,1.012.474.827
1,30,14,89.4,16.956.692,1.009.929.302
1,30,15,89.3,15.815.307,1.008.924.847
1,30,16,89.3,16.447.814,1.018.080.678
1,30,17,89.2,14.847.437,1.019.838.793
1,30,18,89.2,14.847.437,1.019.838.793
1,30,19,89.1,15.396.241,1.018.502.688
1,30,20,89.3,14.294.026,103.649.565
1,30,21,89.4,14.834.544,1.036.775.577
1,30,22,89.5,15.083.028,1.038.592.205
1,30,23,89.5,15.083.028,1.038.592.205
1,30,24,89.5,1.498.393,1.039.108.254
1,31,1,89.5,15.224.506,1.038.361.603
1,31,2,89.4,15.242.431,1.037.172.245
1,31,3,89.4,15.043.404,1.038.204.607
1,31,4,89.4,14.406.407,1.042.089.609
1,31,5,89.4,14.489.851,1.042.666.774
1,31,6,89.4,14.819.219,104.141.405
1,31,7,89.4,14.819.219,104.141.405
1,31,8,89.4,14.406.407,1.042.089.609
1,31,9,89.5,14.915.911,1.037.449.141
1,31,10,89.5,1.476.498,1.035.226.455
1,31,11,89.5,1.562.547,10.289.338
1,31,12,89.5,15.283.421,1.020.511.523
1,31,13,89.5,15.325.188,1.020.786.901
1,31,14,89.4,15.187.662,1.016.117.558
1,31,15,89.3,16.988.029,1.016.537.114
1,31,16,89.2,16.056.041,1.010.438.535
1,31,17,89.2,16.014.209,1.010.167.897
1,31,18,89.2,16.674.786,1.028.321.571
1,31,19,89.3,15.402.721,1.035.751.554
1,31,20,89.4,15.367.889,1.038.030.366
1,31,21,89.4,14.281.289,1.041.225.334
1,31,22,89.5,14.306.094,1.042.705.919
1,31,23,89.6,13.914.533,104.594.483
1,31,24,89.5,13.913.223,1.046.931.229
2,1,1,89.5,13.954.887,1.047.222.074
2,1,2,89.5,13.821.821,1.047.441.251
2,1,3,89.5,13.996.558,1.047.513.118
2,1,4,89.5,14.038.234,1.047.804.361
2,1,5,89.5,13.988.472,1.048.606.918
2,1,6,89.5,13.717.314,1.050.137.386
2,1,7,89.5,13.234.222,1.052.384.868
2,1,8,89.5,13.503.109,104.976.876
2,1,9,89.6,15.240.219,1.037.372.923
2,1,10,89.6,15.606.399,1.030.114.259
2,1,11,89.6,1.542.401,1.025.207.566
2,1,12,89.6,15.108.185,1.024.336.922
2,1,13,89.6,16.924.843,1.020.053.004
2,1,14,89.5,16.866.009,1.013.227.265
2,1,15,89.4,15.590.367,101.378.187
2,1,16,89.3,15.180.914,1.008.587.977
2,1,17,89.2,15.766.936,100.353.367
2,1,18,89.2,15.993.762,1.007.513.125
2,1,19,89.2,16.402.921,1.008.880.095
2,1,20,89.3,16.518.992,1.017.283.869
2,1,21,89.5,15.625.545,1.033.829.201
2,1,22,89.6,1.515.662,1.036.803.132
2,1,23,89.6,15.557.791,1.040.753.464
2,1,24,89.6,15.499.425,1.041.560.567
2,2,1,89.6,15.258.882,1.042.310.147
2,2,2,89.6,15.062.472,1.043.345.278
2,2,3,89.5,14.885.525,1.043.184.538
2,2,4,89.5,14.651.639,1.043.925.361
2,2,5,89.5,14.747.416,1.043.410.814
2,2,6,89.5,1.478.918,1.043.699.871
2,2,7,89.5,1.478.918,1.043.699.871
2,2,8,89.6,15.160.393,1.042.827.976
2,2,9,89.7,15.246.991,1.039.935.751
2,2,10,89.7,15.860.574,1.031.900.063
2,2,11,89.8,1.599.471,1.030.391.149
2,2,12,89.7,17.008.986,1.019.346.383
2,2,13,89.7,16.967.019,1.019.071.881
2,2,14,89.6,18.104.118,1.013.411.854
2,2,15,89.5,15.724.254,1.014.702.766
2,2,16,89.5,16.065.928,1.013.145.392
2,2,17,89.4,17.712.591,1.014.819.736
2,2,18,89.4,17.492.886,101.858.131
2,2,19,89.4,1.757.697,1.019.132.638
2,2,20,89.4,17.001.677,1.021.768.912
2,2,21,89.5,16.632.305,1.026.964.197
2,2,22,89.6,16.738.219,1.028.984.928
2,2,23,89.7,17.570.001,1.033.340.325
2,2,24,89.8,16.154.589,1.036.434.568
2,3,1,89.8,15.129.175,1.041.642.712
2,3,2,89.7,15.330.627,1.040.508.673
2,3,3,89.6,15.148.854,1.040.354.994
2,3,4,89.6,14.069.701,1.043.545.022
2,3,5,89.6,13.416.656,1.048.200.552
2,3,6,89.6,13.458.256,1.048.491.555
2,3,7,89.6,14.497.818,1.045.344.336
2,3,8,89.7,15.347.587,1.039.417.278
2,3,9,89.7,16.005.403,1.036.579.338
2,3,10,89.7,16.793.466,1.033.191.559
2,3,11,89.8,16.488.645,1.029.941.894
2,3,12,89.7,17.191.808,1.026.969.134
2,3,13,89.7,16.903.878,1.021.224.968
2,3,14,89.6,16.209.204,1.026.710.335
2,3,15,89.5,16.490.548,1.020.978.313
2,3,16,89.5,16.071.053,1.028.215.231
2,3,17,89.5,16.044.105,1.031.748.423
2,3,18,89.4,15.664.333,1.031.559.549
2,3,19,89.4,15.831.774,1.032.691.132
2,3,20,89.5,15.959.259,1.033.639.661
2,3,21,89.5,15.834.858,1.035.249.052
2,3,22,89.6,16.233.782,10.368.168
2,3,23,89.7,15.246.991,1.039.935.751
2,3,24,89.7,15.532.446,1.039.470.096
2,4,1,89.7,15.473.083,1.040.276.138
2,4,2,89.7,15.246.991,1.039.935.751
2,4,3,89.6,15.348.589,1.039.319.393
2,4,4,89.6,15.206.622,103.955.096
2,4,5,89.5,15.166.623,1.039.164.902
2,4,6,89.5,14.663.907,104.283.329
2,4,7,89.5,14.747.416,1.043.410.814
2,4,8,89.6,15.118.585,104.253.968
2,4,9,89.6,14.533.927,1.038.524.041
2,4,10,89.7,1.575.474,1.032.420.873
2,4,11,89.7,1.597.518,1.022.711.636
2,4,12,89.6,16.558.572,1.018.928.229
2,4,13,89.6,15.832.381,1.024.206.469
2,4,14,89.6,16.214.872,1.032.975.405
2,4,15,89.5,16.850.142,1.032.198.167
2,4,16,89.5,16.044.325,1.036.673.718
2,4,17,89.5,16.211.732,1.032.879.599
2,4,18,89.5,15.875.493,1.033.072.993
2,4,19,89.5,15.157.536,1.036.702.536
2,4,20,89.5,15.610.738,1.037.378.712
2,4,21,89.6,14.728.275,1.041.042.216
2,4,22,89.6,14.770.028,1.041.329.414
2,4,23,89.7,1.482.251,1.044.188.499
2,4,24,89.7,14.919.717,1.043.672.131
2,5,1,89.7,149.615,1.043.960.637
2,5,2,89.7,14.659.478,1.046.603.882
2,5,3,89.6,13.813.708,104.754.594
2,5,4,89.6,14.486.721,1.046.438.222
2,5,5,89.6,14.392.698,1.046.951.934
2,5,6,89.6,13.813.708,104.754.594
2,5,7,89.6,13.855.359,104.783.672
2,5,8,89.7,14.199.315,1.048.079.407
2,5,9,89.7,15.047.536,1.040.971.076
2,5,10,89.8,15.090.878,1.035.350.238
2,5,11,89.8,14.590.004,1.031.967.779
2,5,12,89.8,14.753.331,102.823.224
2,5,13,89.8,15.009.415,1.025.060.076
2,5,14,89.7,15.285.884,1.023.131.088
2,5,15,89.7,15.070.485,1.024.164.048
2,5,16,89.7,15.222.146,1.038.560.162
2,5,17,89.6,15.648.233,1.030.395.191
2,5,18,89.6,16.246.566,1.023.197.564
2,5,19,89.6,15.916.077,102.476.158
2,5,20,89.6,14.147.364,1.033.525.728
2,5,21,89.7,15.944.319,1.032.463.741
2,5,22,89.8,15.903.211,1.034.733.108
2,5,23,89.8,16.134.666,103.505.988
2,5,24,89.9,16.367.136,1.037.948.727
2,6,1,89.8,15.760.085,1.039.902.978
2,6,2,89.8,15.741.556,1.040.997.427
2,6,3,89.8,15.338.245,1.043.079.479
2,6,4,89.7,15.298.379,1.042.695.445
2,6,5,89.7,15.598.635,1.041.136.748
2,6,6,89.7,15.330.627,1.040.508.673
2,6,7,89.8,1.483.404,1.046.765.869
2,6,8,89.8,14.696.272,104.699.238
2,6,9,89.7,14.642.362,1.044.126.833
2,6,10,89.9,14.592.778,1.044.037.409
2,6,11,89.9,15.842.386,103.563.292
2,6,12,89.8,1.684.869,1.027.278.732
2,6,13,89.8,1.742.285,1.019.480.649
2,6,14,89.8,16.819.977,101.941.844
2,6,15,89.7,15.086.172,1.019.349.137
2,6,16,89.7,15.626.274,1.019.166.571
2,6,17,89.6,14.996.778,1.018.695.941
2,6,18,89.6,14.888.138,1.019.210.306
2,6,19,89.6,15.205.449,1.020.066.695
2,6,20,89.7,15.275.047,1.027.975.472
2,6,21,89.8,15.114.117,1.036.717.953
2,6,22,89.8,13.484.767,1.043.270.962
2,6,23,89.9,15.395.209,1.042.367.406
2,6,24,89.9,15.195.021,1.043.406.519
2,7,1,89.9,15.520.735,1.043.229.399
2,7,2,89.8,15.140.059,1.044.117.268
2,7,3,89.8,14.916.464,1.043.770.266
2,7,4,89.7,15.157.635,1.042.925.783
2,7,5,89.7,15.059.283,1.043.443.473
2,7,6,89.7,15.439.727,1.042.464.224
2,7,7,89.8,15.521.895,1.043.135.308
2,7,8,89.8,15.885.737,1.040.762.119
2,7,9,89.9,1.659.938,103.827.742
2,7,10,89.9,16.179.948,1.035.436.154
2,7,11,89.9,16.744.408,1.027.897.366
2,7,12,89.9,14.192.807,1.025.798.004
2,7,13,89.9,15.146.333,1.023.577.062
2,7,14,89.8,15.596.402,1.015.259.847
2,7,15,89.7,15.738.008,1.018.647.488
2,7,16,89.6,15.794.046,1.012.684.759
2,7,17,89.6,15.228.871,1.015.271.441
2,7,18,89.6,14.316.026,1.019.104.725
2,7,19,89.7,15.077.127,1.021.752.876
2,7,20,89.6,12.538.404,1.028.485.535
2,7,21,89.6,1.567.488,1.026.877.668
2,7,22,89.7,15.674.023,1.029.413.639
2,7,23,89.8,1.573.575,1.033.602.622
2,7,24,89.8,15.012.587,1.037.235.221
2,8,1,89.8,14.894.788,1.038.837.821
2,8,2,89.7,15.222.146,1.038.560.162
2,8,3,89.7,15.574.296,1.039.756.305
2,8,4,89.7,15.616.152,1.040.042.708
2,8,5,89.6,15.676.217,1.039.139.854
2,8,6,89.6,15.759.962,1.039.712.976
2,8,7,89.7,15.904.139,103.957.315
2,8,8,89.7,1.573.661,1.038.429.326
2,8,9,89.8,14.811.278,1.038.268.114
2,8,10,89.8,1.598.966,1.032.841.423
2,8,11,89.8,14.733.042,102.688.316
2,8,12,89.8,15.802.773,1.024.128.558
2,8,13,89.8,16.094.166,1.022.288.425
2,8,14,89.6,14.923.887,1.015.757.617
2,8,15,89.5,16.928.273,1.009.758.727
2,8,16,89.5,1.589.863,1.012.061.926
2,8,17,89.4,15.627.107,1.009.010.808
2,8,18,89.4,16.296.226,1.013.336.846
2,8,19,89.4,14.819.231,1.017.385.418
2,8,20,89.4,16.039.489,1.022.965.134
2,8,21,89.4,14.167.219,1.032.235.051
2,8,22,89.4,13.448.569,1.035.508.261
2,8,23,89.5,12.512.233,104.173.431
2,8,24,89.6,12.189.821,1.044.140.109
2,9,1,89.5,12.200.644,1.044.025.031
2,9,2,89.5,1.185.576,1.046.021.377
2,9,3,89.5,1.168.633,1.047.016.855
2,9,4,89.4,11.827.057,1.045.614.785
2,9,5,89.4,11.783.862,1.046.401.909
2,9,6,89.4,11.616.175,1.047.395.879
2,9,7,89.4,11.781.289,1.049.639.686
2,9,8,89.5,12.058.896,1.049.632.906
2,9,9,89.5,15.773.529,1.036.054.007
2,9,10,89.6,15.698.892,1.025.801.265
2,9,11,89.6,15.021.361,102.620.096
2,9,12,89.6,15.953.485,1.021.263.468
2,9,13,89.5,14.824.394,1.017.494.449
2,9,14,89.4,14.652.488,1.016.292.528
2,9,15,89.4,14.586.549,10.170.771
2,9,16,89.3,15.098.006,1.015.463.138
2,9,17,89.3,15.825.959,101.025.164
2,9,18,89.2,15.630.594,1.015.175.498
2,9,19,89.2,15.909.035,1.015.752.706
2,9,20,89.3,15.371.047,1.024.618.383
2,9,21,89.3,14.853.149,1.029.620.867
2,9,22,89.3,14.984.738,103.290.776
2,9,23,89.4,15.158.823,1.036.601.134
2,9,24,89.5,15.492.098,1.038.988.987
2,10,1,89.6,15.091.644,1.041.159.231
2,10,2,89.6,15.415.736,1.040.985.418
2,10,3,89.5,15.375.717,1.040.600.052
2,10,4,89.5,15.177.936,1.041.635.424
2,10,5,89.4,1.468.103,1.041.640.096
2,10,6,89.4,14.916.217,1.040.899.154
2,10,7,89.4,14.478.536,1.043.757.848
2,10,8,89.4,14.806.307,1.042.505.685
2,10,9,89.4,15.377.991,1.034.481.452
2,10,10,89.5,15.352.808,1.028.330.544
2,10,11,89.5,16.519.555,1.019.903.629
2,10,12,89.6,15.661.882,1.015.597.065
2,10,13,89.5,16.606.685,1.010.267.244
2,10,14,89.4,14.868.406,1.007.870.187
2,10,15,89.3,1.471.064,1.004.330.482
2,10,16,89.3,15.420.104,100.387.597
2,10,17,89.2,1.457.346,1.007.082.312
2,10,18,89.1,15.579.695,1.001.045.943
2,10,19,89.2,16.474.699,1.013.154.813
2,10,20,89.3,16.167.837,1.017.502.162
2,10,21,89.4,16.123.239,1.023.520.456
2,10,22,89.4,15.393.692,1.026.075.566
2,10,23,89.6,14.812.988,1.029.656.409
2,10,24,89.6,13.955.153,1.031.045.374
2,11,1,89.6,13.955.153,1.031.045.374
2,11,2,89.6,15.776.982,1.028.794.794
2,11,3,89.6,15.773.773,1.031.239.123
2,11,4,89.5,15.169.023,1.033.165.488
2,11,5,89.5,14.965.834,1.034.197.063
2,11,6,89.4,15.401.943,1.035.852.619
2,11,7,89.5,14.401.251,1.042.193.514
2,11,8,89.6,14.425.998,1.043.674.276
2,11,9,89.7,16.008.901,1.031.660.151
2,11,10,89.8,16.387.355,1.024.221.968
2,11,11,89.8,15.564.258,1.020.061.029
2,11,12,89.8,14.902.779,1.025.575.805
2,11,13,89.8,15.283.705,1.025.651.226
2,11,14,89.8,14.931.102,1.042.677.777
2,11,15,89.7,16.298.845,1.038.575.993
2,11,16,89.6,16.212.916,1.035.439.299
2,11,17,89.6,16.382.589,1.034.108.329
2,11,18,89.6,16.047.253,1.031.845.538
2,11,19,89.6,151.888,1.032.185.904
2,11,20,89.6,15.253.037,1.033.832.626
2,11,21,89.7,15.021.603,1.039.594.941
2,11,22,89.8,14.749.404,104.261.954
2,11,23,89.8,15.113.439,1.042.735.177
2,11,24,89.8,15.338.245,1.043.079.479
2,12,1,89.8,15.181.869,1.044.405.753
2,12,2,89.8,1.461.277,1.046.412.872
2,12,3,89.7,14.492.514,1.045.445.097
2,12,4,89.7,14.241.015,1.048.370.296
2,12,5,89.7,14.366.153,1.049.244.154
2,12,6,89.7,14.264.404,1.050.855.684
2,12,7,89.7,14.264.404,1.050.855.684
2,12,8,89.8,14.340.381,1.051.539.927
2,12,9,89.8,14.484.709,1.050.218.214
2,12,10,89.9,14.970.424,1.043.062.578
2,12,11,89.9,15.362.262,1.031.168.979
2,12,12,89.9,15.313.363,1.024.680.743
2,12,13,89.8,16.254.232,10.182.777
2,12,14,89.8,16.410.985,1.018.027.664
2,12,15,89.7,16.935.131,1.020.147.846
2,12,16,89.7,16.591.597,1.021.724.386
2,12,17,89.5,20.214.833,1.005.259.712
2,12,18,89.4,1.962.305,1.007.073.831
2,12,19,89.5,17.378.261,101.785.033
2,12,20,89.6,17.735.214,1.021.503.561
2,12,21,89.6,15.461.362,1.027.914.887
2,12,22,89.7,15.649.513,1.032.941.108
2,12,23,89.8,15.317.074,103.323.181
2,12,24,89.8,15.881.805,1.035.821.748
2,13,1,89.8,16.133.185,1.037.527.134
2,13,2,89.7,16.049.063,1.039.337.013
2,13,3,89.7,15.298.379,1.042.695.445
2,13,4,89.7,15.142.889,1.044.020.528
2,13,5,89.6,14.868.324,1.044.378.315
2,13,6,89.6,14.664.793,104.650.447
2,13,7,89.6,14.718.173,1.045.699.146
2,13,8,89.6,14.910.104,1.044.667.627
2,13,9,89.7,15.652.883,1.037.858.576
2,13,10,89.8,16.211.576,1.029.345.616
2,13,11,89.8,16.684.675,1.022.371.225
2,13,12,89.7,16.926.344,1.012.354.948
2,13,13,89.7,14.749.897,1.013.455.008
2,13,14,89.6,15.982.866,1.011.375.836
2,13,15,89.5,1.643.202,100.786.183
2,13,16,89.4,16.042.473,1.005.349.377
2,13,17,89.4,16.426.658,1.009.087.395
2,13,18,89.5,16.131.302,1.029.859.835
2,13,19,89.4,15.602.336,1.032.360.832
2,13,20,89.6,16.045.269,1.034.303.442
2,13,21,89.6,16.108.818,1.033.497.968
2,13,22,89.6,16.405.408,1.033.017.802
2,13,23,89.8,15.472.447,1.040.372.223
2,13,24,89.7,14.627.411,1.041.658.072
2,14,1,89.7,14.379.411,104.348.786
2,14,2,89.7,14.367.354,1.044.578.077
2,14,3,89.7,14.296.004,1.042.912.155
2,14,4,89.7,13.419.943,1.054.064.989
2,14,5,89.7,13.817.077,1.052.318.914
2,14,6,89.6,13.653.928,1.052.139.804
2,14,7,89.7,13.508.035,1.053.555.887
2,14,8,89.6,13.707.987,1.050.241.749
2,14,9,89.7,13.317.628,1.048.814.518
2,14,10,89.7,14.016.277,1.036.295.963
2,14,11,89.7,1.578.092,1.022.679.917
2,14,12,89.7,1.741.819,1.012.924.292
2,14,13,89.7,17.245.363,1.010.504.826
2,14,14,89.6,16.124.574,1.008.470.464
2,14,15,89.5,14.319.196,1.006.866.386
2,14,16,89.5,14.017.036,1.011.018.147
2,14,17,89.5,14.726.551,1.024.151.184
2,14,18,89.4,15.612.595,1.022.616.595
2,14,19,89.4,15.595.644,1.021.269.032
2,14,20,89.4,1.634.355,1.022.477.843
2,14,21,89.5,15.796.302,1.027.615.454
2,14,22,89.6,15.670.471,1.029.314.444
2,14,23,89.7,15.693.158,1.030.774.981
2,14,24,89.7,1.575.474,1.032.420.873
2,15,1,89.7,16.047.872,1.034.398.961
2,15,2,89.6,15.449.325,1.038.800.783
2,15,3,89.6,13.456.674,1.042.769.578
2,15,4,89.6,1.315.472,1.048.632.849
2,15,5,89.6,13.451.785,1.049.582.606
2,15,6,89.6,13.583.094,1.049.365.755
2,15,7,89.6,1.315.472,1.048.632.849
2,15,8,89.7,1.349.827,1.047.798.091
2,15,9,89.8,14.471.338,104.307.507
2,15,10,89.9,15.549.276,103.610.907
2,15,11,89.9,15.815.041,1.028.009.512
2,15,12,89.9,1.632.512,1.025.118.097
2,15,13,89.9,16.536.789,1.030.314.801
2,15,14,89.8,15.132.658,1.035.633.345
2,15,15,89.7,15.377.615,1.032.332.475
2,15,16,89.7,16.463.434,1.024.680.777
2,15,17,89.6,16.528.447,1.020.001.601
2,15,18,89.5,16.568.412,1.016.413.092
2,15,19,89.5,16.085.165,1.019.571.054
2,15,20,89.6,15.932.725,1.026.116.577
2,15,21,89.6,1.587.772,1.033.170.652
2,15,22,89.8,15.634.489,1.039.045.582
2,15,23,89.8,1.594.673,1.039.953.106
2,15,24,89.8,15.413.207,1.041.178.531
2,16,1,89.8,15.083.621,1.044.924.124
2,16,2,89.8,14.317.807,1.049.052.439
2,16,3,89.7,1.400.585,1.050.199.298
2,16,4,89.7,13.733.774,105.173.285
2,16,5,89.7,13.650.496,1.051.147.587
2,16,6,89.7,13.644.135,1.052.243.081
2,16,7,89.7,13.513.397,105.245.956
2,16,8,89.8,13.545.165,1.052.855.718
2,16,9,89.9,1.397.804,1.046.832.118
2,16,10,90,15.010.114,1.043.446.118
2,16,11,90,16.865.372,1.027.460.944
2,16,12,90,16.463.894,1.022.258.704
2,16,13,89.9,16.328.242,1.016.239.123
2,16,14,89.9,14.018.073,103.299.995
2,16,15,89.8,15.275.737,1.030.509.434
2,16,16,89.8,13.988.203,1.029.123.105
2,16,17,89.7,13.721.152,1.028.408.938
2,16,18,89.8,14.253.746,1.027.311.619
2,16,19,89.8,14.317.357,102.893.677
2,16,20,89.8,15.654.793,1.030.592.337
2,16,21,89.7,14.322.699,1.037.203.525
2,16,22,89.8,14.109.692,1.039.413.312
2,16,23,89.8,1.371.408,1.042.539.469
2,16,24,89.9,13.324.524,104.576.492
2,17,1,89.8,12.838.486,104.790.285
2,17,2,89.8,12.103.257,1.050.554.342
2,17,3,89.7,11.862.742,105.194.308
2,17,4,89.7,11.737.901,1.053.234.073
2,17,5,89.7,1.169.652,105.294.133
2,17,6,89.8,11.559.398,1.055.430.098
2,17,7,89.8,11.518.037,1.055.136.481
2,17,8,89.7,11.614.139,105.343.981
2,17,9,89.9,12.314.155,1.047.788.055
2,17,10,89.9,1.472.011,1.035.352.248
2,17,11,89.9,14.172.486,1.024.458.195
2,17,12,89.9,16.310.943,101.356.697
2,17,13,89.9,16.143.566,1.012.488.001
2,17,14,89.8,15.388.107,1.008.880.318
2,17,15,89.7,15.752.669,101.119.009
2,17,16,89.6,14.886.883,1.008.091.797
2,17,17,89.5,16.237.656,1.009.173.091
2,17,18,89.6,13.903.064,1.042.393.243
2,17,19,89.6,15.202.206,1.043.116.468
2,17,20,89.6,15.676.217,1.039.139.854
2,17,21,89.8,14.894.788,1.038.837.821
2,17,22,89.8,15.162.314,1.039.461.756
2,17,23,89.9,15.211.196,1.042.313
2,17,24,89.9,15.066.199,1.046.116.346
2,18,1,90,15.245.423,1.046.269.666
2,18,2,89.9,14.566.429,1.046.221.964
2,18,3,89.9,14.871.629,1.047.152.329
2,18,4,89.8,14.317.807,1.049.052.439
2,18,5,89.8,14.224.557,1.049.566.199
2,18,6,89.8,13.766.361,1.052.127.646
2,18,7,89.8,1.381.528,1.051.324.009
2,18,8,89.8,13.586.789,1.053.148.857
2,18,9,89.9,14.759.763,1.045.189.755
2,18,10,89.9,15.507.621,1.033.373.929
2,18,11,89.9,14.948.399,1.025.955.655
